trial_index,obs_id,obs_global_index,chunk_id,total_chunks,run_tag,scenario_name,center_az,trial_id,quant_mode,score_gap_top1_top2_baseline,score_gap_top1_top2_quant,score_gap_same_baseline_pair_quant,score_gap_norm_baseline,score_gap_norm_quant,score_gap_abs_error,score_gap_rel_error,score_gap_sign_flip_flag,score_margin_bin
1,cp00p00_easy_noncoherent_t0001,1,1,2,chunk_pilot_tps3,easy_noncoherent,0,1,double_baseline,473.309382773092,473.309382773092,473.309382773092,0.00110155011042046,0.00110155011042046,0,0,0,reliable
1,cp00p00_easy_noncoherent_t0001,1,1,2,chunk_pilot_tps3,easy_noncoherent,0,1,float32_all,473.309382773092,473.359375,473.359375,0.00110155011042046,0.00110166612865213,0.0499922269082163,0.000105622725278157,0,reliable
1,cp00p00_easy_noncoherent_t0001,1,1,2,chunk_pilot_tps3,easy_noncoherent,0,1,combined_int16,473.309382773092,472.595335005666,472.595335005666,0.00110155011042046,0.00109987473648831,0.714047767425654,0.00150862795755725,0,reliable
1,cp00p00_easy_noncoherent_t0001,1,1,2,chunk_pilot_tps3,easy_noncoherent,0,1,combined_int18,473.309382773092,472.578869952296,472.578869952296,0.00110155011042046,0.00109984953447338,0.730512820795411,0.00154341504179651,0,reliable
1,cp00p00_easy_noncoherent_t0001,1,1,2,chunk_pilot_tps3,easy_noncoherent,0,1,combined_int24,473.309382773092,473.319471057592,473.319471057592,0.00110155011042046,0.00110157360753509,0.0100882844999433,2.13143556141579e-05,0,reliable
1,cp00p00_easy_noncoherent_t0001,1,1,2,chunk_pilot_tps3,easy_noncoherent,0,1,mixed_Z16_G24_Rz24,473.309382773092,473.345290516794,473.345290516794,0.00110155011042046,0.00110163334358072,0.0359077437024098,7.58652691227637e-05,0,reliable
1,cp00p00_easy_noncoherent_t0001,1,1,2,chunk_pilot_tps3,easy_noncoherent,0,1,combined_int14,473.309382773092,472.622972889192,472.622972889192,0.00110155011042046,0.00109997555609876,0.686409883899614,0.00145023510811888,0,reliable
1,cp00p00_easy_noncoherent_t0001,1,1,2,chunk_pilot_tps3,easy_noncoherent,0,1,W_int18_G24_Z16,473.309382773092,473.345424017753,473.345424017753,0.00110155011042046,0.00110163334358071,0.036041244660737,7.6147327673019e-05,0,reliable
3,cp00p00_easy_noncoherent_t0003,3,1,2,chunk_pilot_tps3,easy_noncoherent,0,3,double_baseline,374.570548328222,374.570548328222,374.570548328222,0.000876404342835275,0.000876404342835275,0,0,0,weak_margin
3,cp00p00_easy_noncoherent_t0003,3,1,2,chunk_pilot_tps3,easy_noncoherent,0,3,float32_all,374.570548328222,374.578125,374.578125,0.000876404342835275,0.000876421946442002,0.00757667177822441,2.02276228391167e-05,0,weak_margin
3,cp00p00_easy_noncoherent_t0003,3,1,2,chunk_pilot_tps3,easy_noncoherent,0,3,combined_int16,374.570548328222,372.06402074467,372.06402074467,0.000876404342835275,0.000870534691571053,2.50652758355136,0.00669173696313941,0,weak_margin
3,cp00p00_easy_noncoherent_t0003,3,1,2,chunk_pilot_tps3,easy_noncoherent,0,3,combined_int18,374.570548328222,375.319157553458,375.319157553458,0.000876404342835275,0.000878157549100433,0.748609225236578,0.00199858005008071,0,weak_margin
3,cp00p00_easy_noncoherent_t0003,3,1,2,chunk_pilot_tps3,easy_noncoherent,0,3,combined_int24,374.570548328222,374.576970464579,374.576970464579,0.000876404342835275,0.000876419379111392,0.00642213635728694,1.71453318632502e-05,0,weak_margin
3,cp00p00_easy_noncoherent_t0003,3,1,2,chunk_pilot_tps3,easy_noncoherent,0,3,mixed_Z16_G24_Rz24,374.570548328222,374.602972138644,374.602972138644,0.000876404342835275,0.00087647908828998,0.0324238104221877,8.65626263647828e-05,0,weak_margin
3,cp00p00_easy_noncoherent_t0003,3,1,2,chunk_pilot_tps3,easy_noncoherent,0,3,combined_int14,374.570548328222,365.562565382977,365.562565382977,0.000876404342835275,0.000855327468230695,9.00798294524429,0.0240488286798004,0,weak_margin
3,cp00p00_easy_noncoherent_t0003,3,1,2,chunk_pilot_tps3,easy_noncoherent,0,3,W_int18_G24_Z16,374.570548328222,374.602970698412,374.602970698412,0.000876404342835275,0.000876479088289917,0.0324223701900337,8.65587813423687e-05,0,weak_margin
5,cp00p00_strong_coherent_t0002,5,1,2,chunk_pilot_tps3,strong_coherent,0,2,double_baseline,434.92349042464,434.92349042464,434.92349042464,0.00118778141380052,0.00118778141380052,0,0,0,reliable
5,cp00p00_strong_coherent_t0002,5,1,2,chunk_pilot_tps3,strong_coherent,0,2,float32_all,434.92349042464,434.921875,434.921875,0.00118778141380052,0.00118777672562708,0.0016154246404767,3.71427314468453e-06,0,reliable
5,cp00p00_strong_coherent_t0002,5,1,2,chunk_pilot_tps3,strong_coherent,0,2,combined_int16,434.92349042464,436.33757727535,436.33757727535,0.00118778141380052,0.0011916401857737,1.41408685070928,0.00325134622949114,0,reliable
5,cp00p00_strong_coherent_t0002,5,1,2,chunk_pilot_tps3,strong_coherent,0,2,combined_int18,434.92349042464,434.927402709553,434.927402709553,0.00118778141380052,0.00118778907004903,0.00391228491207585,8.99534055577468e-06,0,reliable
5,cp00p00_strong_coherent_t0002,5,1,2,chunk_pilot_tps3,strong_coherent,0,2,combined_int24,434.92349042464,434.923026220727,434.923026220727,0.00118778141380052,0.0011877801389364,0.000464203912997618,1.0673231573314e-06,0,reliable
5,cp00p00_strong_coherent_t0002,5,1,2,chunk_pilot_tps3,strong_coherent,0,2,mixed_Z16_G24_Rz24,434.92349042464,434.924007403984,434.924007403984,0.00118778141380052,0.00118778013893639,0.000516979343956336,1.18866732962982e-06,0,reliable
5,cp00p00_strong_coherent_t0002,5,1,2,chunk_pilot_tps3,strong_coherent,0,2,combined_int14,434.92349042464,425.183417351975,425.183417351975,0.00118778141380052,0.00116115626718815,9.74007307266584,0.0223949114892738,0,reliable
5,cp00p00_strong_coherent_t0002,5,1,2,chunk_pilot_tps3,strong_coherent,0,2,W_int18_G24_Z16,434.92349042464,434.924407859857,434.924407859857,0.00118778141380052,0.0011877801389364,0.000917435216251761,2.10941748709875e-06,0,reliable
7,cp00p00_hard_phase_t0001,7,1,2,chunk_pilot_tps3,hard_phase,0,1,double_baseline,425.343445493403,425.343445493403,425.343445493403,0.00149501047571487,0.00149501047571487,0,0,0,reliable
7,cp00p00_hard_phase_t0001,7,1,2,chunk_pilot_tps3,hard_phase,0,1,float32_all,425.343445493403,425.34375,425.34375,0.00149501047571487,0.00149501212287767,0.000304506596876308,7.15907580339171e-07,0,reliable
7,cp00p00_hard_phase_t0001,7,1,2,chunk_pilot_tps3,hard_phase,0,1,combined_int16,425.343445493403,426.092882546858,426.092882546858,0.00149501047571487,0.00149764655541288,0.74943705345504,0.00176195745202018,0,reliable
7,cp00p00_hard_phase_t0001,7,1,2,chunk_pilot_tps3,hard_phase,0,1,combined_int18,425.343445493403,424.995450165588,424.995450165588,0.00149501047571487,0.00149378607913628,0.347995327814715,0.000818151382140229,0,reliable
7,cp00p00_hard_phase_t0001,7,1,2,chunk_pilot_tps3,hard_phase,0,1,combined_int24,425.343445493403,425.332081733766,425.332081733766,0.00149501047571487,0.00149497050232899,0.011363759636879,2.67166680415091e-05,0,reliable
7,cp00p00_hard_phase_t0001,7,1,2,chunk_pilot_tps3,hard_phase,0,1,mixed_Z16_G24_Rz24,425.343445493403,425.314521649532,425.314521649532,0.00149501047571487,0.00149491071933297,0.0289238438708708,6.80011510164892e-05,0,reliable
7,cp00p00_hard_phase_t0001,7,1,2,chunk_pilot_tps3,hard_phase,0,1,combined_int14,425.343445493403,434.801671277237,434.801671277237,0.00149501047571487,0.0015283976279269,9.45822578383377,0.0222366792859876,0,reliable
7,cp00p00_hard_phase_t0001,7,1,2,chunk_pilot_tps3,hard_phase,0,1,W_int18_G24_Z16,425.343445493403,425.331514762132,425.331514762132,0.00149501047571487,0.00149497050232895,0.0119307312706951,2.80496417591561e-05,0,reliable
9,cp00p00_hard_phase_t0003,9,1,2,chunk_pilot_tps3,hard_phase,0,3,double_baseline,425.377914938639,425.377914938639,425.377914938639,0.0014943902601656,0.0014943902601656,0,0,0,reliable
9,cp00p00_hard_phase_t0003,9,1,2,chunk_pilot_tps3,hard_phase,0,3,float32_all,425.377914938639,425.390625,425.390625,0.0014943902601656,0.00149443567666154,0.0127100613608491,2.98794575705288e-05,0,reliable
9,cp00p00_hard_phase_t0003,9,1,2,chunk_pilot_tps3,hard_phase,0,3,combined_int16,425.377914938639,426.304483591375,426.304483591375,0.0014943902601656,0.00149764655541286,0.926568652736023,0.00217822463319395,0,reliable
9,cp00p00_hard_phase_t0003,9,1,2,chunk_pilot_tps3,hard_phase,0,3,combined_int18,425.377914938639,425.206139330752,425.206139330752,0.0014943902601656,0.00149378607913629,0.171775607886957,0.000403818820522771,0,reliable
9,cp00p00_hard_phase_t0003,9,1,2,chunk_pilot_tps3,hard_phase,0,3,combined_int24,425.377914938639,425.37293691482,425.37293691482,0.0014943902601656,0.00149437267269098,0.00497802381869406,1.17025911404266e-05,0,reliable
9,cp00p00_hard_phase_t0003,9,1,2,chunk_pilot_tps3,hard_phase,0,3,mixed_Z16_G24_Rz24,425.377914938639,425.340097572218,425.340097572218,0.0014943902601656,0.00149425310684897,0.0378173664212227,8.89029850707643e-05,0,reliable
9,cp00p00_hard_phase_t0003,9,1,2,chunk_pilot_tps3,hard_phase,0,3,combined_int14,425.377914938639,435.056578680029,435.056578680029,0.0014943902601656,0.00152839762792684,9.67866374138976,0.0227530941346259,0,reliable
9,cp00p00_hard_phase_t0003,9,1,2,chunk_pilot_tps3,hard_phase,0,3,W_int18_G24_Z16,425.377914938639,425.357108257944,425.357108257944,0.0014943902601656,0.0014943128897664,0.0208066806953866,4.8913401388946e-05,0,reliable
11,cp00p00_weak_secondary_t0002,11,1,2,chunk_pilot_tps3,weak_secondary,0,2,double_baseline,28.3834320144088,28.3834320144088,28.3834320144088,0.000135331374056282,0.000135331374056282,0,0,0,weak_margin
11,cp00p00_weak_secondary_t0002,11,1,2,chunk_pilot_tps3,weak_secondary,0,2,float32_all,28.3834320144088,28.3984375,28.3984375,0.000135331374056282,0.000135402945943456,0.0150054855912458,0.000528670584432085,0,weak_margin
11,cp00p00_weak_secondary_t0002,11,1,2,chunk_pilot_tps3,weak_secondary,0,2,combined_int16,28.3834320144088,28.8071221900755,28.8071221900755,0.000135331374056282,0.000137352155665769,0.423690175666707,0.0149273764868048,0,weak_margin
11,cp00p00_weak_secondary_t0002,11,1,2,chunk_pilot_tps3,weak_secondary,0,2,combined_int18,28.3834320144088,28.0063770450361,28.0063770450361,0.000135331374056282,0.000133533251687285,0.377054969372693,0.0132843332399437,0,weak_margin
11,cp00p00_weak_secondary_t0002,11,1,2,chunk_pilot_tps3,weak_secondary,0,2,combined_int24,28.3834320144088,28.3812289726047,28.3812289726047,0.000135331374056282,0.00013532086902944,0.00220304180402309,7.76171747977736e-05,0,weak_margin
11,cp00p00_weak_secondary_t0002,11,1,2,chunk_pilot_tps3,weak_secondary,0,2,mixed_Z16_G24_Rz24,28.3834320144088,28.3687180302659,28.3687180302659,0.000135331374056282,0.000135261248248528,0.0147139841428725,0.000518400457541674,0,weak_margin
11,cp00p00_weak_secondary_t0002,11,1,2,chunk_pilot_tps3,weak_secondary,0,2,combined_int14,28.3834320144088,25.6092083612893,25.6092083612893,0.000135331374056282,0.000122100122100092,2.77422365311941,0.0977409515421208,0,weak_margin
11,cp00p00_weak_secondary_t0002,11,1,2,chunk_pilot_tps3,weak_secondary,0,2,W_int18_G24_Z16,28.3834320144088,28.3687258835562,28.3687258835562,0.000135331374056282,0.000135261248248467,0.0147061308525736,0.000518123771822521,0,weak_margin
