route_name,phase_offset_deg,sep_factor,theta_sep_deg,theta_a_deg,theta_b_deg,snr_db,raw_success_rate,tol_success_rate,tol_success_rate_rel,rmse_deg,snr90_db,snr90_rel_db,mean_bias_deg,max_bias_deg,lambda2_over_noise,degraded_sample_count,num_peaks_found
verify_coh_phase05_near_inphase,5,2,2.725000,-1.362500,1.362500,18,1.000000,1.000000,1.000000,0.031365,4.000000,-4.000000,0.005828,0.036325,119.051556,0,2.000000
verify_coh_phase05_near_inphase,5,2,2.725000,-1.362500,1.362500,20,1.000000,1.000000,1.000000,0.030999,4.000000,-4.000000,0.005435,0.035747,188.035401,0,2.000000
verify_coh_phase05_near_inphase,5,2,2.725000,-1.362500,1.362500,22,1.000000,1.000000,1.000000,0.031016,4.000000,-4.000000,0.005615,0.035954,295.306933,0,2.000000
verify_coh_phase05_near_inphase,5,2,2.725000,-1.362500,1.362500,24,1.000000,1.000000,1.000000,0.030932,4.000000,-4.000000,0.005469,0.035831,462.238727,0,2.000000
verify_coh_phase05_near_inphase,5,2,2.725000,-1.362500,1.362500,26,1.000000,1.000000,1.000000,0.030819,4.000000,-4.000000,0.005163,0.035477,717.722818,0,2.000000
verify_coh_phase05_near_inphase,5,2,2.725000,-1.362500,1.362500,28,1.000000,1.000000,1.000000,0.030781,4.000000,-4.000000,0.005267,0.035557,1102.333288,0,2.000000
verify_coh_phase05_near_inphase,5,2,2.725000,-1.362500,1.362500,30,1.000000,1.000000,1.000000,0.030793,4.000000,-4.000000,0.005389,0.035686,1662.556898,0,2.000000
verify_coh_phase05_near_inphase,5,3,1.816667,-0.908333,0.908333,-4,0.955000,0.000000,0.000000,16.490837,10.000000,2.000000,-0.711076,7.663187,1.093501,138,1.910000
verify_coh_phase05_near_inphase,5,3,1.816667,-0.908333,0.908333,-2,0.990000,0.000000,0.065000,6.870060,10.000000,2.000000,-0.551226,1.453498,1.155508,38,1.980000
verify_coh_phase05_near_inphase,5,3,1.816667,-0.908333,0.908333,0,1.000000,0.000000,0.510000,0.398056,10.000000,2.000000,-0.027664,0.274026,1.287147,0,2.000000
verify_coh_phase05_near_inphase,5,3,1.816667,-0.908333,0.908333,2,1.000000,0.010000,0.970000,0.226626,10.000000,2.000000,0.022649,0.154734,1.498743,0,2.000000
verify_coh_phase05_near_inphase,5,3,1.816667,-0.908333,0.908333,4,1.000000,0.125000,1.000000,0.145094,10.000000,2.000000,0.023085,0.104208,1.851470,0,2.000000
verify_coh_phase05_near_inphase,5,3,1.816667,-0.908333,0.908333,6,1.000000,0.435000,1.000000,0.095748,10.000000,2.000000,0.015567,0.068140,2.407289,0,2.000000
verify_coh_phase05_near_inphase,5,3,1.816667,-0.908333,0.908333,8,1.000000,0.665000,1.000000,0.071031,10.000000,2.000000,0.014944,0.055090,3.319383,0,2.000000
verify_coh_phase05_near_inphase,5,3,1.816667,-0.908333,0.908333,10,1.000000,0.915000,1.000000,0.053203,10.000000,2.000000,0.014562,0.048043,4.727908,0,2.000000
verify_coh_phase05_near_inphase,5,3,1.816667,-0.908333,0.908333,12,1.000000,0.985000,1.000000,0.042504,10.000000,2.000000,0.014657,0.043605,6.990729,0,2.000000
verify_coh_phase05_near_inphase,5,3,1.816667,-0.908333,0.908333,14,1.000000,1.000000,1.000000,0.036706,10.000000,2.000000,0.012687,0.039614,10.548742,0,2.000000
verify_coh_phase05_near_inphase,5,3,1.816667,-0.908333,0.908333,16,1.000000,1.000000,1.000000,0.033808,10.000000,2.000000,0.015247,0.040909,16.187240,0,2.000000
verify_coh_phase05_near_inphase,5,3,1.816667,-0.908333,0.908333,18,1.000000,1.000000,1.000000,0.032181,10.000000,2.000000,0.016258,0.041009,25.179650,0,2.000000
verify_coh_phase05_near_inphase,5,3,1.816667,-0.908333,0.908333,20,1.000000,1.000000,1.000000,0.030949,10.000000,2.000000,0.016152,0.040435,39.458073,0,2.000000
verify_coh_phase05_near_inphase,5,3,1.816667,-0.908333,0.908333,22,1.000000,1.000000,1.000000,0.028995,10.000000,2.000000,0.014626,0.038538,61.751493,0,2.000000
verify_coh_phase05_near_inphase,5,3,1.816667,-0.908333,0.908333,24,1.000000,1.000000,1.000000,0.028929,10.000000,2.000000,0.015160,0.038988,97.227364,0,2.000000
verify_coh_phase05_near_inphase,5,3,1.816667,-0.908333,0.908333,26,1.000000,1.000000,1.000000,0.028253,10.000000,2.000000,0.014702,0.038329,153.162521,0,2.000000
verify_coh_phase05_near_inphase,5,3,1.816667,-0.908333,0.908333,28,1.000000,1.000000,1.000000,0.028034,10.000000,2.000000,0.014704,0.038331,241.095414,0,2.000000
verify_coh_phase05_near_inphase,5,3,1.816667,-0.908333,0.908333,30,1.000000,1.000000,1.000000,0.028023,10.000000,2.000000,0.014934,0.038451,377.096105,0,2.000000
verify_coh_phase05_near_inphase,5,5,1.090000,-0.545000,0.545000,-4,0.880000,0.000000,0.000000,24.892631,20.000000,12.000000,0.135324,14.352791,1.072126,200,1.760000
verify_coh_phase05_near_inphase,5,5,1.090000,-0.545000,0.545000,-2,0.860000,0.000000,0.000000,26.407886,20.000000,12.000000,0.364221,15.521259,1.072337,200,1.720000
verify_coh_phase05_near_inphase,5,5,1.090000,-0.545000,0.545000,0,0.900000,0.000000,0.000000,26.518444,20.000000,12.000000,-0.187739,14.783069,1.072980,198,1.800000
verify_coh_phase05_near_inphase,5,5,1.090000,-0.545000,0.545000,2,0.900000,0.000000,0.000000,21.726736,20.000000,12.000000,-0.827076,11.507932,1.084766,181,1.800000
verify_coh_phase05_near_inphase,5,5,1.090000,-0.545000,0.545000,4,0.980000,0.000000,0.000000,14.678696,20.000000,12.000000,0.727156,5.953121,1.111965,123,1.960000
verify_coh_phase05_near_inphase,5,5,1.090000,-0.545000,0.545000,6,1.000000,0.000000,0.000000,3.696553,20.000000,12.000000,0.215650,0.606284,1.195681,23,2.000000
verify_coh_phase05_near_inphase,5,5,1.090000,-0.545000,0.545000,8,1.000000,0.000000,0.085000,0.361201,20.000000,12.000000,0.036512,0.276697,1.369711,0,2.000000
verify_coh_phase05_near_inphase,5,5,1.090000,-0.545000,0.545000,10,1.000000,0.005000,0.545000,0.232579,20.000000,12.000000,0.029274,0.167105,1.634569,0,2.000000
verify_coh_phase05_near_inphase,5,5,1.090000,-0.545000,0.545000,12,1.000000,0.100000,0.940000,0.147329,20.000000,12.000000,0.022957,0.107721,2.061863,0,2.000000
verify_coh_phase05_near_inphase,5,5,1.090000,-0.545000,0.545000,14,1.000000,0.355000,1.000000,0.097303,20.000000,12.000000,0.020505,0.073569,2.754532,0,2.000000
verify_coh_phase05_near_inphase,5,5,1.090000,-0.545000,0.545000,16,1.000000,0.710000,1.000000,0.073188,20.000000,12.000000,0.023730,0.060738,3.845532,0,2.000000
verify_coh_phase05_near_inphase,5,5,1.090000,-0.545000,0.545000,18,1.000000,0.855000,1.000000,0.058595,20.000000,12.000000,0.029703,0.057900,5.580495,0,2.000000
verify_coh_phase05_near_inphase,5,5,1.090000,-0.545000,0.545000,20,1.000000,0.980000,1.000000,0.044465,20.000000,12.000000,0.022261,0.045354,8.322586,0,2.000000
verify_coh_phase05_near_inphase,5,5,1.090000,-0.545000,0.545000,22,1.000000,0.995000,1.000000,0.039903,20.000000,12.000000,0.025644,0.046096,12.699728,0,2.000000
verify_coh_phase05_near_inphase,5,5,1.090000,-0.545000,0.545000,24,1.000000,1.000000,1.000000,0.035414,20.000000,12.000000,0.023210,0.041872,19.634207,0,2.000000
verify_coh_phase05_near_inphase,5,5,1.090000,-0.545000,0.545000,26,1.000000,1.000000,1.000000,0.031770,20.000000,12.000000,0.021940,0.039783,30.508368,0,2.000000
verify_coh_phase05_near_inphase,5,5,1.090000,-0.545000,0.545000,28,1.000000,1.000000,1.000000,0.029973,20.000000,12.000000,0.021391,0.038708,47.863381,0,2.000000
verify_coh_phase05_near_inphase,5,5,1.090000,-0.545000,0.545000,30,1.000000,1.000000,1.000000,0.030220,20.000000,12.000000,0.023279,0.040065,75.256426,0,2.000000
verify_coh_phase05_near_inphase,5,7,0.778571,-0.389286,0.389286,-4,0.875000,0.000000,0.000000,27.958124,22.000000,18.000000,1.605473,17.970941,1.071123,200,1.750000
verify_coh_phase05_near_inphase,5,7,0.778571,-0.389286,0.389286,-2,0.870000,0.000000,0.000000,27.505972,22.000000,18.000000,3.196725,19.273738,1.072323,199,1.740000
verify_coh_phase05_near_inphase,5,7,0.778571,-0.389286,0.389286,0,0.875000,0.000000,0.000000,27.677833,22.000000,18.000000,0.121085,16.446355,1.071556,200,1.750000
verify_coh_phase05_near_inphase,5,7,0.778571,-0.389286,0.389286,2,0.910000,0.000000,0.000000,26.283571,22.000000,18.000000,0.765997,16.097650,1.072639,198,1.820000
verify_coh_phase05_near_inphase,5,7,0.778571,-0.389286,0.389286,4,0.895000,0.000000,0.000000,23.608710,22.000000,18.000000,-1.743186,15.087712,1.071966,197,1.790000
verify_coh_phase05_near_inphase,5,7,0.778571,-0.389286,0.389286,6,0.930000,0.000000,0.000000,21.647797,22.000000,18.000000,-0.596819,11.530819,1.082304,179,1.860000
verify_coh_phase05_near_inphase,5,7,0.778571,-0.389286,0.389286,8,0.955000,0.000000,0.000000,11.784361,22.000000,18.000000,0.186217,4.671476,1.115857,133,1.910000
verify_coh_phase05_near_inphase,5,7,0.778571,-0.389286,0.389286,10,1.000000,0.000000,0.000000,3.537388,22.000000,18.000000,-0.269613,0.505781,1.215328,22,2.000000
verify_coh_phase05_near_inphase,5,7,0.778571,-0.389286,0.389286,12,1.000000,0.000000,0.005000,0.333811,22.000000,18.000000,0.018247,0.165244,1.393367,2,2.000000
verify_coh_phase05_near_inphase,5,7,0.778571,-0.389286,0.389286,14,1.000000,0.000000,0.130000,0.240058,22.000000,18.000000,0.005603,0.157116,1.674113,0,2.000000
verify_coh_phase05_near_inphase,5,7,0.778571,-0.389286,0.389286,16,1.000000,0.085000,0.605000,0.153492,22.000000,18.000000,0.030437,0.123540,2.135721,0,2.000000
verify_coh_phase05_near_inphase,5,7,0.778571,-0.389286,0.389286,18,1.000000,0.360000,0.960000,0.101575,22.000000,18.000000,0.024717,0.078954,2.867952,0,2.000000
verify_coh_phase05_near_inphase,5,7,0.778571,-0.389286,0.389286,20,1.000000,0.680000,0.995000,0.075162,22.000000,18.000000,0.017965,0.053895,3.999771,0,2.000000
verify_coh_phase05_near_inphase,5,7,0.778571,-0.389286,0.389286,22,1.000000,0.925000,1.000000,0.052185,22.000000,18.000000,0.020913,0.047445,5.864411,0,2.000000
verify_coh_phase05_near_inphase,5,7,0.778571,-0.389286,0.389286,24,1.000000,0.950000,1.000000,0.046834,22.000000,18.000000,0.022261,0.042287,8.770400,0,2.000000
verify_coh_phase05_near_inphase,5,7,0.778571,-0.389286,0.389286,26,1.000000,0.990000,1.000000,0.041097,22.000000,18.000000,0.025919,0.042423,13.382619,0,2.000000
verify_coh_phase05_near_inphase,5,7,0.778571,-0.389286,0.389286,28,1.000000,1.000000,1.000000,0.033850,22.000000,18.000000,0.023037,0.038029,20.741416,0,2.000000
verify_coh_phase05_near_inphase,5,7,0.778571,-0.389286,0.389286,30,1.000000,1.000000,1.000000,0.030584,22.000000,18.000000,0.023315,0.037025,32.222298,0,2.000000
verify_coh_phase05_near_inphase,5,10,0.545000,-0.272500,0.272500,-4,0.875000,0.000000,0.000000,27.075345,26.000000,24.000000,-0.718774,16.951754,1.072698,200,1.750000
verify_coh_phase05_near_inphase,5,10,0.545000,-0.272500,0.272500,-2,0.880000,0.000000,0.000000,28.609053,26.000000,24.000000,-3.714694,21.008633,1.072375,200,1.760000
verify_coh_phase05_near_inphase,5,10,0.545000,-0.272500,0.272500,0,0.880000,0.000000,0.000000,26.681444,26.000000,24.000000,-0.015571,15.811832,1.072354,200,1.760000
verify_coh_phase05_near_inphase,5,10,0.545000,-0.272500,0.272500,2,0.860000,0.000000,0.000000,30.983037,26.000000,24.000000,-1.307403,19.796102,1.068769,200,1.720000
verify_coh_phase05_near_inphase,5,10,0.545000,-0.272500,0.272500,4,0.900000,0.000000,0.000000,26.887757,26.000000,24.000000,0.639610,16.526327,1.072424,200,1.800000
verify_coh_phase05_near_inphase,5,10,0.545000,-0.272500,0.272500,6,0.855000,0.000000,0.000000,28.558721,26.000000,24.000000,0.088734,16.547530,1.072635,200,1.710000
verify_coh_phase05_near_inphase,5,10,0.545000,-0.272500,0.272500,8,0.890000,0.000000,0.000000,23.349574,26.000000,24.000000,-0.938383,13.750991,1.078510,196,1.780000
verify_coh_phase05_near_inphase,5,10,0.545000,-0.272500,0.272500,10,0.910000,0.000000,0.000000,18.151827,26.000000,24.000000,-1.203461,9.775395,1.090867,174,1.820000
verify_coh_phase05_near_inphase,5,10,0.545000,-0.272500,0.272500,12,0.980000,0.000000,0.000000,11.353037,26.000000,24.000000,-0.437283,3.628777,1.139694,96,1.960000
verify_coh_phase05_near_inphase,5,10,0.545000,-0.272500,0.272500,14,1.000000,0.000000,0.000000,0.712197,26.000000,24.000000,-0.015391,0.049144,1.256193,15,2.000000
verify_coh_phase05_near_inphase,5,10,0.545000,-0.272500,0.272500,16,1.000000,0.000000,0.000000,0.259872,26.000000,24.000000,0.008356,0.078720,1.459933,1,2.000000
verify_coh_phase05_near_inphase,5,10,0.545000,-0.272500,0.272500,18,1.000000,0.005000,0.015000,0.204138,26.000000,24.000000,0.017049,0.117479,1.783797,0,2.000000
verify_coh_phase05_near_inphase,5,10,0.545000,-0.272500,0.272500,20,1.000000,0.055000,0.190000,0.151575,26.000000,24.000000,0.023901,0.104224,2.316524,0,2.000000
verify_coh_phase05_near_inphase,5,10,0.545000,-0.272500,0.272500,22,1.000000,0.290000,0.620000,0.109079,26.000000,24.000000,0.021078,0.077164,3.136547,0,2.000000
verify_coh_phase05_near_inphase,5,10,0.545000,-0.272500,0.272500,24,1.000000,0.710000,0.910000,0.074677,26.000000,24.000000,0.021510,0.054758,4.464610,0,2.000000
verify_coh_phase05_near_inphase,5,10,0.545000,-0.272500,0.272500,26,1.000000,0.935000,0.995000,0.052754,26.000000,24.000000,0.019409,0.043325,6.570738,0,2.000000
verify_coh_phase05_near_inphase,5,10,0.545000,-0.272500,0.272500,28,1.000000,1.000000,1.000000,0.042799,26.000000,24.000000,0.021154,0.039227,9.887346,0,2.000000
verify_coh_phase05_near_inphase,5,10,0.545000,-0.272500,0.272500,30,1.000000,1.000000,1.000000,0.035084,26.000000,24.000000,0.019064,0.033336,15.142758,0,2.000000
verify_coh_phase15_mild_decoherence,15,1,5.450000,-2.725000,2.725000,-4,1.000000,1.000000,1.000000,0.054776,-4.000000,-4.000000,0.001860,0.055126,16.152246,0,2.000000
verify_coh_phase15_mild_decoherence,15,1,5.450000,-2.725000,2.725000,-2,1.000000,1.000000,1.000000,0.054490,-4.000000,-4.000000,0.000409,0.053942,25.126836,0,2.000000
verify_coh_phase15_mild_decoherence,15,1,5.450000,-2.725000,2.725000,0,1.000000,1.000000,1.000000,0.054061,-4.000000,-4.000000,0.000000,0.053510,39.156559,0,2.000000
verify_coh_phase15_mild_decoherence,15,1,5.450000,-2.725000,2.725000,2,1.000000,1.000000,1.000000,0.053556,-4.000000,-4.000000,0.000478,0.053676,61.613395,0,2.000000
verify_coh_phase15_mild_decoherence,15,1,5.450000,-2.725000,2.725000,4,1.000000,1.000000,1.000000,0.053570,-4.000000,-4.000000,0.000963,0.054278,97.037711,0,2.000000
verify_coh_phase15_mild_decoherence,15,1,5.450000,-2.725000,2.725000,6,1.000000,1.000000,1.000000,0.053704,-4.000000,-4.000000,0.000752,0.054289,152.881493,0,2.000000
verify_coh_phase15_mild_decoherence,15,1,5.450000,-2.725000,2.725000,8,1.000000,1.000000,1.000000,0.053610,-4.000000,-4.000000,0.000739,0.054253,241.216178,0,2.000000
verify_coh_phase15_mild_decoherence,15,1,5.450000,-2.725000,2.725000,10,1.000000,1.000000,1.000000,0.053329,-4.000000,-4.000000,0.000924,0.054179,378.670039,0,2.000000
verify_coh_phase15_mild_decoherence,15,1,5.450000,-2.725000,2.725000,12,1.000000,1.000000,1.000000,0.053356,-4.000000,-4.000000,0.000598,0.053915,592.421868,0,2.000000
verify_coh_phase15_mild_decoherence,15,1,5.450000,-2.725000,2.725000,14,1.000000,1.000000,1.000000,0.053349,-4.000000,-4.000000,0.000757,0.054076,916.368612,0,2.000000
verify_coh_phase15_mild_decoherence,15,1,5.450000,-2.725000,2.725000,16,1.000000,1.000000,1.000000,0.053399,-4.000000,-4.000000,0.000611,0.053994,1401.849966,0,2.000000
verify_coh_phase15_mild_decoherence,15,1,5.450000,-2.725000,2.725000,18,1.000000,1.000000,1.000000,0.053396,-4.000000,-4.000000,0.000670,0.054051,2092.373111,0,2.000000
verify_coh_phase15_mild_decoherence,15,1,5.450000,-2.725000,2.725000,20,1.000000,1.000000,1.000000,0.053396,-4.000000,-4.000000,0.000754,0.054139,3041.303786,0,2.000000
verify_coh_phase15_mild_decoherence,15,1,5.450000,-2.725000,2.725000,22,1.000000,1.000000,1.000000,0.053374,-4.000000,-4.000000,0.000767,0.054132,4241.961112,0,2.000000
verify_coh_phase15_mild_decoherence,15,1,5.450000,-2.725000,2.725000,24,1.000000,1.000000,1.000000,0.053372,-4.000000,-4.000000,0.000769,0.054133,5660.432238,0,2.000000
verify_coh_phase15_mild_decoherence,15,1,5.450000,-2.725000,2.725000,26,1.000000,1.000000,1.000000,0.053379,-4.000000,-4.000000,0.000759,0.054131,7143.265323,0,2.000000
verify_coh_phase15_mild_decoherence,15,1,5.450000,-2.725000,2.725000,28,1.000000,1.000000,1.000000,0.053358,-4.000000,-4.000000,0.000742,0.054095,8595.107099,0,2.000000
verify_coh_phase15_mild_decoherence,15,1,5.450000,-2.725000,2.725000,30,1.000000,1.000000,1.000000,0.053368,-4.000000,-4.000000,0.000745,0.054107,9833.450636,0,2.000000
verify_coh_phase15_mild_decoherence,15,2,2.725000,-1.362500,1.362500,-4,1.000000,0.470000,1.000000,0.093514,2.000000,-4.000000,0.022471,0.068086,2.577552,0,2.000000
verify_coh_phase15_mild_decoherence,15,2,2.725000,-1.362500,1.362500,-2,1.000000,0.605000,1.000000,0.074877,2.000000,-4.000000,0.027447,0.069229,3.584530,0,2.000000
verify_coh_phase15_mild_decoherence,15,2,2.725000,-1.362500,1.362500,0,1.000000,0.825000,1.000000,0.058800,2.000000,-4.000000,0.016787,0.055691,5.171979,0,2.000000
verify_coh_phase15_mild_decoherence,15,2,2.725000,-1.362500,1.362500,2,1.000000,0.945000,1.000000,0.050500,2.000000,-4.000000,0.016852,0.054560,7.680803,0,2.000000
verify_coh_phase15_mild_decoherence,15,2,2.725000,-1.362500,1.362500,4,1.000000,0.970000,1.000000,0.047437,2.000000,-4.000000,0.016469,0.053283,11.659904,0,2.000000
verify_coh_phase15_mild_decoherence,15,2,2.725000,-1.362500,1.362500,6,1.000000,0.995000,1.000000,0.044005,2.000000,-4.000000,0.017610,0.053202,17.990865,0,2.000000
verify_coh_phase15_mild_decoherence,15,2,2.725000,-1.362500,1.362500,8,1.000000,1.000000,1.000000,0.042838,2.000000,-4.000000,0.018539,0.054016,27.932834,0,2.000000
verify_coh_phase15_mild_decoherence,15,2,2.725000,-1.362500,1.362500,10,1.000000,1.000000,1.000000,0.041310,2.000000,-4.000000,0.017093,0.052862,43.796316,0,2.000000
verify_coh_phase15_mild_decoherence,15,2,2.725000,-1.362500,1.362500,12,1.000000,1.000000,1.000000,0.039855,2.000000,-4.000000,0.016465,0.051452,68.893634,0,2.000000
verify_coh_phase15_mild_decoherence,15,2,2.725000,-1.362500,1.362500,14,1.000000,1.000000,1.000000,0.039793,2.000000,-4.000000,0.017338,0.052485,108.370876,0,2.000000
verify_coh_phase15_mild_decoherence,15,2,2.725000,-1.362500,1.362500,16,1.000000,1.000000,1.000000,0.039895,2.000000,-4.000000,0.018009,0.053127,170.886780,0,2.000000
verify_coh_phase15_mild_decoherence,15,2,2.725000,-1.362500,1.362500,18,1.000000,1.000000,1.000000,0.039666,2.000000,-4.000000,0.017493,0.052800,269.633823,0,2.000000
verify_coh_phase15_mild_decoherence,15,2,2.725000,-1.362500,1.362500,20,1.000000,1.000000,1.000000,0.039396,2.000000,-4.000000,0.017427,0.052574,423.970769,0,2.000000
verify_coh_phase15_mild_decoherence,15,2,2.725000,-1.362500,1.362500,22,1.000000,1.000000,1.000000,0.039317,2.000000,-4.000000,0.017305,0.052464,660.915167,0,2.000000
verify_coh_phase15_mild_decoherence,15,2,2.725000,-1.362500,1.362500,24,1.000000,1.000000,1.000000,0.039451,2.000000,-4.000000,0.017665,0.052858,1021.716292,0,2.000000
verify_coh_phase15_mild_decoherence,15,2,2.725000,-1.362500,1.362500,26,1.000000,1.000000,1.000000,0.039243,2.000000,-4.000000,0.017351,0.052492,1556.795356,0,2.000000
verify_coh_phase15_mild_decoherence,15,2,2.725000,-1.362500,1.362500,28,1.000000,1.000000,1.000000,0.039258,2.000000,-4.000000,0.017404,0.052567,2324.161154,0,2.000000
verify_coh_phase15_mild_decoherence,15,2,2.725000,-1.362500,1.362500,30,1.000000,1.000000,1.000000,0.039278,2.000000,-4.000000,0.017473,0.052634,3370.120420,0,2.000000
verify_coh_phase15_mild_decoherence,15,3,1.816667,-0.908333,0.908333,-4,1.000000,0.055000,0.955000,0.221876,6.000000,-4.000000,-0.002829,0.108461,1.508178,0,2.000000
verify_coh_phase15_mild_decoherence,15,3,1.816667,-0.908333,0.908333,-2,1.000000,0.190000,0.995000,0.153008,6.000000,-4.000000,0.024366,0.088193,1.869621,0,2.000000
verify_coh_phase15_mild_decoherence,15,3,1.816667,-0.908333,0.908333,0,1.000000,0.395000,1.000000,0.109228,6.000000,-4.000000,0.009238,0.051949,2.443584,0,2.000000
verify_coh_phase15_mild_decoherence,15,3,1.816667,-0.908333,0.908333,2,1.000000,0.605000,1.000000,0.081931,6.000000,-4.000000,0.015781,0.051311,3.348343,0,2.000000
verify_coh_phase15_mild_decoherence,15,3,1.816667,-0.908333,0.908333,4,1.000000,0.855000,1.000000,0.059042,6.000000,-4.000000,0.022090,0.052944,4.773412,0,2.000000
verify_coh_phase15_mild_decoherence,15,3,1.816667,-0.908333,0.908333,6,1.000000,0.930000,1.000000,0.050830,6.000000,-4.000000,0.015945,0.044181,7.047094,0,2.000000
verify_coh_phase15_mild_decoherence,15,3,1.816667,-0.908333,0.908333,8,1.000000,0.965000,1.000000,0.044407,6.000000,-4.000000,0.018391,0.045217,10.703748,0,2.000000
verify_coh_phase15_mild_decoherence,15,3,1.816667,-0.908333,0.908333,10,1.000000,1.000000,1.000000,0.039151,6.000000,-4.000000,0.017377,0.044025,16.408134,0,2.000000
verify_coh_phase15_mild_decoherence,15,3,1.816667,-0.908333,0.908333,12,1.000000,1.000000,1.000000,0.036353,6.000000,-4.000000,0.018415,0.044118,25.510427,0,2.000000
verify_coh_phase15_mild_decoherence,15,3,1.816667,-0.908333,0.908333,14,1.000000,1.000000,1.000000,0.033539,6.000000,-4.000000,0.016559,0.042070,39.875901,0,2.000000
verify_coh_phase15_mild_decoherence,15,3,1.816667,-0.908333,0.908333,16,1.000000,1.000000,1.000000,0.032664,6.000000,-4.000000,0.017215,0.042560,62.641093,0,2.000000
verify_coh_phase15_mild_decoherence,15,3,1.816667,-0.908333,0.908333,18,1.000000,1.000000,1.000000,0.032498,6.000000,-4.000000,0.018430,0.043567,98.861124,0,2.000000
verify_coh_phase15_mild_decoherence,15,3,1.816667,-0.908333,0.908333,20,1.000000,1.000000,1.000000,0.031939,6.000000,-4.000000,0.018294,0.043425,156.381598,0,2.000000
verify_coh_phase15_mild_decoherence,15,3,1.816667,-0.908333,0.908333,22,1.000000,1.000000,1.000000,0.030803,6.000000,-4.000000,0.017127,0.042099,246.082614,0,2.000000
verify_coh_phase15_mild_decoherence,15,3,1.816667,-0.908333,0.908333,24,1.000000,1.000000,1.000000,0.030908,6.000000,-4.000000,0.017410,0.042531,388.579182,0,2.000000
verify_coh_phase15_mild_decoherence,15,3,1.816667,-0.908333,0.908333,26,1.000000,1.000000,1.000000,0.030607,6.000000,-4.000000,0.017238,0.042233,611.811899,0,2.000000
verify_coh_phase15_mild_decoherence,15,3,1.816667,-0.908333,0.908333,28,1.000000,1.000000,1.000000,0.030483,6.000000,-4.000000,0.017114,0.042195,960.354738,0,2.000000
verify_coh_phase15_mild_decoherence,15,3,1.816667,-0.908333,0.908333,30,1.000000,1.000000,1.000000,0.030485,6.000000,-4.000000,0.017289,0.042303,1492.617163,0,2.000000
verify_coh_phase15_mild_decoherence,15,5,1.090000,-0.545000,0.545000,-4,0.985000,0.000000,0.000000,12.483947,12.000000,4.000000,-0.440265,4.273727,1.123366,102,1.970000
verify_coh_phase15_mild_decoherence,15,5,1.090000,-0.545000,0.545000,-2,1.000000,0.000000,0.010000,1.832462,12.000000,4.000000,-0.154488,0.229522,1.224149,11,2.000000
verify_coh_phase15_mild_decoherence,15,5,1.090000,-0.545000,0.545000,0,1.000000,0.005000,0.180000,0.316922,12.000000,4.000000,0.022061,0.191022,1.415914,0,2.000000
verify_coh_phase15_mild_decoherence,15,5,1.090000,-0.545000,0.545000,2,1.000000,0.040000,0.750000,0.194503,12.000000,4.000000,0.007814,0.107446,1.731207,0,2.000000
verify_coh_phase15_mild_decoherence,15,5,1.090000,-0.545000,0.545000,4,1.000000,0.180000,0.965000,0.132826,12.000000,4.000000,0.020412,0.077083,2.205838,0,2.000000
verify_coh_phase15_mild_decoherence,15,5,1.090000,-0.545000,0.545000,6,1.000000,0.530000,1.000000,0.093190,12.000000,4.000000,0.012064,0.048250,2.969697,0,2.000000
verify_coh_phase15_mild_decoherence,15,5,1.090000,-0.545000,0.545000,8,1.000000,0.760000,1.000000,0.065878,12.000000,4.000000,0.013433,0.042142,4.199438,0,2.000000
verify_coh_phase15_mild_decoherence,15,5,1.090000,-0.545000,0.545000,10,1.000000,0.890000,1.000000,0.056143,12.000000,4.000000,0.014452,0.037389,6.140051,0,2.000000
verify_coh_phase15_mild_decoherence,15,5,1.090000,-0.545000,0.545000,12,1.000000,0.960000,1.000000,0.045625,12.000000,4.000000,0.012285,0.032000,9.199318,0,2.000000
verify_coh_phase15_mild_decoherence,15,5,1.090000,-0.545000,0.545000,14,1.000000,1.000000,1.000000,0.035512,12.000000,4.000000,0.011915,0.030190,14.067210,0,2.000000
verify_coh_phase15_mild_decoherence,15,5,1.090000,-0.545000,0.545000,16,1.000000,1.000000,1.000000,0.031189,12.000000,4.000000,0.012742,0.030040,21.792354,0,2.000000
verify_coh_phase15_mild_decoherence,15,5,1.090000,-0.545000,0.545000,18,1.000000,1.000000,1.000000,0.028752,12.000000,4.000000,0.016089,0.032660,34.031200,0,2.000000
verify_coh_phase15_mild_decoherence,15,5,1.090000,-0.545000,0.545000,20,1.000000,1.000000,1.000000,0.024023,12.000000,4.000000,0.012455,0.028600,53.411350,0,2.000000
verify_coh_phase15_mild_decoherence,15,5,1.090000,-0.545000,0.545000,22,1.000000,1.000000,1.000000,0.023103,12.000000,4.000000,0.013094,0.028904,84.126558,0,2.000000
verify_coh_phase15_mild_decoherence,15,5,1.090000,-0.545000,0.545000,24,1.000000,1.000000,1.000000,0.021631,12.000000,4.000000,0.012095,0.027759,133.089066,0,2.000000
verify_coh_phase15_mild_decoherence,15,5,1.090000,-0.545000,0.545000,26,1.000000,1.000000,1.000000,0.020671,12.000000,4.000000,0.011980,0.027595,209.741509,0,2.000000
verify_coh_phase15_mild_decoherence,15,5,1.090000,-0.545000,0.545000,28,1.000000,1.000000,1.000000,0.020401,12.000000,4.000000,0.011915,0.027536,332.030792,0,2.000000
