azCtr,Delta_az,el,steering_type,template_mode,rel_err_raw,rel_err_aligned,coherence,phase_err_mean_abs,phase_err_rms,phase_err_max
0,0.0399999999999999,0.5,level2_combined,template_exact,0,0,1,0,0,0
0,0.0399999999999999,0.5,level2_combined,template_canonical,0,0,1,0,0,0
0,0.0399999999999999,1,full_65x32,template_exact,0,0,1,0,0,0
0,0.0399999999999999,1,full_65x32,template_canonical,0,0,1,0,0,0
0,0.0399999999999999,1,music2d_center_subarray,template_exact,0,0,0.999999999999999,0,0,0
0,0.0399999999999999,1,music2d_center_subarray,template_canonical,0,0,0.999999999999999,0,0,0
0,0.0399999999999999,1,pairlocal_selected_subarray,template_exact,0,0,1,0,0,0
0,0.0399999999999999,1,pairlocal_selected_subarray,template_canonical,0,0,1,0,0,0
0,0.0399999999999999,1,level2_combined,template_exact,0,0,1,0,0,0
0,0.0399999999999999,1,level2_combined,template_canonical,0,0,1,0,0,0
0,0.0399999999999999,1.5,full_65x32,template_exact,0,0,1,0,0,0
0,0.0399999999999999,1.5,full_65x32,template_canonical,0,0,1,0,0,0
0,0.0399999999999999,1.5,music2d_center_subarray,template_exact,0,0,1,0,0,0
0,0.0399999999999999,1.5,music2d_center_subarray,template_canonical,0,0,1,0,0,0
0,0.0399999999999999,1.5,pairlocal_selected_subarray,template_exact,0,0,1,0,0,0
0,0.0399999999999999,1.5,pairlocal_selected_subarray,template_canonical,0,0,1,0,0,0
0,0.0399999999999999,1.5,level2_combined,template_exact,0,0,1,0,0,0
0,0.0399999999999999,1.5,level2_combined,template_canonical,0,0,1,0,0,0
0,0.0399999999999999,2,full_65x32,template_exact,0,0,1,0,0,0
0,0.0399999999999999,2,full_65x32,template_canonical,0,0,1,0,0,0
0,0.0399999999999999,2,music2d_center_subarray,template_exact,0,0,1,0,0,0
0,0.0399999999999999,2,music2d_center_subarray,template_canonical,0,0,1,0,0,0
0,0.0399999999999999,2,pairlocal_selected_subarray,template_exact,0,0,1,0,0,0
0,0.0399999999999999,2,pairlocal_selected_subarray,template_canonical,0,0,1,0,0,0
0,0.0399999999999999,2,level2_combined,template_exact,0,0,1,0,0,0
0,0.0399999999999999,2,level2_combined,template_canonical,0,0,1,0,0,0
0,0.0399999999999999,2.5,full_65x32,template_exact,0,0,0.999999999999995,0,0,0
0,0.0399999999999999,2.5,full_65x32,template_canonical,0,0,0.999999999999995,0,0,0
0,0.0399999999999999,2.5,music2d_center_subarray,template_exact,0,0,1,0,0,0
0,0.0399999999999999,2.5,music2d_center_subarray,template_canonical,0,0,1,0,0,0
0,0.0399999999999999,2.5,pairlocal_selected_subarray,template_exact,0,0,1,0,0,0
0,0.0399999999999999,2.5,pairlocal_selected_subarray,template_canonical,0,0,1,0,0,0
0,0.0399999999999999,2.5,level2_combined,template_exact,0,0,0.999999999999999,0,0,0
0,0.0399999999999999,2.5,level2_combined,template_canonical,0,0,0.999999999999999,0,0,0
0,0.0399999999999999,3,full_65x32,template_exact,0,0,1,0,0,0
0,0.0399999999999999,3,full_65x32,template_canonical,0,0,1,0,0,0
0,0.0399999999999999,3,music2d_center_subarray,template_exact,0,0,1,0,0,0
0,0.0399999999999999,3,music2d_center_subarray,template_canonical,0,0,1,0,0,0
0,0.0399999999999999,3,pairlocal_selected_subarray,template_exact,0,0,1,0,0,0
0,0.0399999999999999,3,pairlocal_selected_subarray,template_canonical,0,0,1,0,0,0
0,0.0399999999999999,3,level2_combined,template_exact,0,0,1,0,0,0
0,0.0399999999999999,3,level2_combined,template_canonical,0,0,1,0,0,0
0,0.0399999999999999,3.5,full_65x32,template_exact,0,0,1,0,0,0
0,0.0399999999999999,3.5,full_65x32,template_canonical,0,0,1,0,0,0
0,0.0399999999999999,3.5,music2d_center_subarray,template_exact,0,0,1,0,0,0
0,0.0399999999999999,3.5,music2d_center_subarray,template_canonical,0,0,1,0,0,0
0,0.0399999999999999,3.5,pairlocal_selected_subarray,template_exact,0,0,0.999999999999998,0,0,0
0,0.0399999999999999,3.5,pairlocal_selected_subarray,template_canonical,0,0,0.999999999999998,0,0,0
0,0.0399999999999999,3.5,level2_combined,template_exact,0,0,1,0,0,0
0,0.0399999999999999,3.5,level2_combined,template_canonical,0,0,1,0,0,0
0,0.0399999999999999,4,full_65x32,template_exact,0,0,1,0,0,0
0,0.0399999999999999,4,full_65x32,template_canonical,0,0,1,0,0,0
0,0.0399999999999999,4,music2d_center_subarray,template_exact,0,0,0.999999999999999,0,0,0
0,0.0399999999999999,4,music2d_center_subarray,template_canonical,0,0,0.999999999999999,0,0,0
0,0.0399999999999999,4,pairlocal_selected_subarray,template_exact,0,0,1,0,0,0
0,0.0399999999999999,4,pairlocal_selected_subarray,template_canonical,0,0,1,0,0,0
0,0.0399999999999999,4,level2_combined,template_exact,0,0,1,0,0,0
0,0.0399999999999999,4,level2_combined,template_canonical,0,0,1,0,0,0
0,0.0399999999999999,4.5,full_65x32,template_exact,0,0,1,0,0,0
0,0.0399999999999999,4.5,full_65x32,template_canonical,0,0,1,0,0,0
0,0.0399999999999999,4.5,music2d_center_subarray,template_exact,0,0,1,0,0,0
0,0.0399999999999999,4.5,music2d_center_subarray,template_canonical,0,0,1,0,0,0
0,0.0399999999999999,4.5,pairlocal_selected_subarray,template_exact,0,0,0.999999999999999,0,0,0
0,0.0399999999999999,4.5,pairlocal_selected_subarray,template_canonical,0,0,0.999999999999999,0,0,0
0,0.0399999999999999,4.5,level2_combined,template_exact,0,0,0.999999999999999,0,0,0
0,0.0399999999999999,4.5,level2_combined,template_canonical,0,0,0.999999999999999,0,0,0
0,0.0399999999999999,5,full_65x32,template_exact,0,0,1,0,0,0
0,0.0399999999999999,5,full_65x32,template_canonical,0,0,1,0,0,0
0,0.0399999999999999,5,music2d_center_subarray,template_exact,0,0,1,0,0,0
0,0.0399999999999999,5,music2d_center_subarray,template_canonical,0,0,1,0,0,0
0,0.0399999999999999,5,pairlocal_selected_subarray,template_exact,0,0,1,0,0,0
0,0.0399999999999999,5,pairlocal_selected_subarray,template_canonical,0,0,1,0,0,0
0,0.0399999999999999,5,level2_combined,template_exact,0,0,1,0,0,0
0,0.0399999999999999,5,level2_combined,template_canonical,0,0,1,0,0,0
0,0.0399999999999999,5.5,full_65x32,template_exact,0,0,1,0,0,0
0,0.0399999999999999,5.5,full_65x32,template_canonical,0,0,1,0,0,0
0,0.0399999999999999,5.5,music2d_center_subarray,template_exact,0,0,1,0,0,0
0,0.0399999999999999,5.5,music2d_center_subarray,template_canonical,0,0,1,0,0,0
0,0.0399999999999999,5.5,pairlocal_selected_subarray,template_exact,0,0,1,0,0,0
0,0.0399999999999999,5.5,pairlocal_selected_subarray,template_canonical,0,0,1,0,0,0
0,0.0399999999999999,5.5,level2_combined,template_exact,0,0,1,0,0,0
0,0.0399999999999999,5.5,level2_combined,template_canonical,0,0,1,0,0,0
0,0.0399999999999999,6,full_65x32,template_exact,0,0,1,0,0,0
0,0.0399999999999999,6,full_65x32,template_canonical,0,0,1,0,0,0
0,0.0399999999999999,6,music2d_center_subarray,template_exact,0,0,1,0,0,0
0,0.0399999999999999,6,music2d_center_subarray,template_canonical,0,0,1,0,0,0
0,0.0399999999999999,6,pairlocal_selected_subarray,template_exact,0,0,1,0,0,0
0,0.0399999999999999,6,pairlocal_selected_subarray,template_canonical,0,0,1,0,0,0
0,0.0399999999999999,6,level2_combined,template_exact,0,0,1,0,0,0
0,0.0399999999999999,6,level2_combined,template_canonical,0,0,1,0,0,0
0,0.0399999999999999,6.5,full_65x32,template_exact,0,0,1,0,0,0
0,0.0399999999999999,6.5,full_65x32,template_canonical,0,0,1,0,0,0
0,0.0399999999999999,6.5,music2d_center_subarray,template_exact,0,0,1,0,0,0
0,0.0399999999999999,6.5,music2d_center_subarray,template_canonical,0,0,1,0,0,0
0,0.0399999999999999,6.5,pairlocal_selected_subarray,template_exact,0,0,0.999999999999999,0,0,0
0,0.0399999999999999,6.5,pairlocal_selected_subarray,template_canonical,0,0,0.999999999999999,0,0,0
0,0.0399999999999999,6.5,level2_combined,template_exact,0,0,1,0,0,0
0,0.0399999999999999,6.5,level2_combined,template_canonical,0,0,1,0,0,0
0,0.0399999999999999,7,full_65x32,template_exact,0,0,0.999999999999998,0,0,0
0,0.0399999999999999,7,full_65x32,template_canonical,0,0,0.999999999999998,0,0,0
0,0.0399999999999999,7,music2d_center_subarray,template_exact,0,0,1,0,0,0
0,0.0399999999999999,7,music2d_center_subarray,template_canonical,0,0,1,0,0,0
0,0.0399999999999999,7,pairlocal_selected_subarray,template_exact,0,0,1,0,0,0
0,0.0399999999999999,7,pairlocal_selected_subarray,template_canonical,0,0,1,0,0,0
0,0.0399999999999999,7,level2_combined,template_exact,0,0,1,0,0,0
0,0.0399999999999999,7,level2_combined,template_canonical,0,0,1,0,0,0
0,0.0399999999999999,7.5,full_65x32,template_exact,0,0,1,0,0,0
0,0.0399999999999999,7.5,full_65x32,template_canonical,0,0,1,0,0,0
0,0.0399999999999999,7.5,music2d_center_subarray,template_exact,0,0,1,0,0,0
0,0.0399999999999999,7.5,music2d_center_subarray,template_canonical,0,0,1,0,0,0
0,0.0399999999999999,7.5,pairlocal_selected_subarray,template_exact,0,0,1,0,0,0
0,0.0399999999999999,7.5,pairlocal_selected_subarray,template_canonical,0,0,1,0,0,0
0,0.0399999999999999,7.5,level2_combined,template_exact,0,0,1,0,0,0
0,0.0399999999999999,7.5,level2_combined,template_canonical,0,0,1,0,0,0
0,0.0399999999999999,8,full_65x32,template_exact,0,0,0.999999999999998,0,0,0
0,0.0399999999999999,8,full_65x32,template_canonical,0,0,0.999999999999998,0,0,0
0,0.0399999999999999,8,music2d_center_subarray,template_exact,0,0,1,0,0,0
0,0.0399999999999999,8,music2d_center_subarray,template_canonical,0,0,1,0,0,0
0,0.0399999999999999,8,pairlocal_selected_subarray,template_exact,0,0,1,0,0,0
0,0.0399999999999999,8,pairlocal_selected_subarray,template_canonical,0,0,1,0,0,0
0,0.0399999999999999,8,level2_combined,template_exact,0,0,1,0,0,0
0,0.0399999999999999,8,level2_combined,template_canonical,0,0,1,0,0,0
0,0.0399999999999999,8.5,full_65x32,template_exact,0,0,1,0,0,0
0,0.0399999999999999,8.5,full_65x32,template_canonical,0,0,1,0,0,0
0,0.0399999999999999,8.5,music2d_center_subarray,template_exact,0,0,1,0,0,0
0,0.0399999999999999,8.5,music2d_center_subarray,template_canonical,0,0,1,0,0,0
0,0.0399999999999999,8.5,pairlocal_selected_subarray,template_exact,0,0,1,0,0,0
0,0.0399999999999999,8.5,pairlocal_selected_subarray,template_canonical,0,0,1,0,0,0
0,0.0399999999999999,8.5,level2_combined,template_exact,0,0,1,0,0,0
0,0.0399999999999999,8.5,level2_combined,template_canonical,0,0,1,0,0,0
0,0.0399999999999999,9,full_65x32,template_exact,0,0,0.999999999999998,0,0,0
0,0.0399999999999999,9,full_65x32,template_canonical,0,0,0.999999999999998,0,0,0
0,0.0399999999999999,9,music2d_center_subarray,template_exact,0,0,1,0,0,0
0,0.0399999999999999,9,music2d_center_subarray,template_canonical,0,0,1,0,0,0
0,0.0399999999999999,9,pairlocal_selected_subarray,template_exact,0,0,1,0,0,0
0,0.0399999999999999,9,pairlocal_selected_subarray,template_canonical,0,0,1,0,0,0
0,0.0399999999999999,9,level2_combined,template_exact,0,0,1,0,0,0
0,0.0399999999999999,9,level2_combined,template_canonical,0,0,1,0,0,0
0,0.0399999999999999,9.5,full_65x32,template_exact,0,0,1,0,0,0
0,0.0399999999999999,9.5,full_65x32,template_canonical,0,0,1,0,0,0
0,0.0399999999999999,9.5,music2d_center_subarray,template_exact,0,0,1,0,0,0
0,0.0399999999999999,9.5,music2d_center_subarray,template_canonical,0,0,1,0,0,0
0,0.0399999999999999,9.5,pairlocal_selected_subarray,template_exact,0,0,1,0,0,0
0,0.0399999999999999,9.5,pairlocal_selected_subarray,template_canonical,0,0,1,0,0,0
0,0.0399999999999999,9.5,level2_combined,template_exact,0,0,0.999999999999999,0,0,0
0,0.0399999999999999,9.5,level2_combined,template_canonical,0,0,0.999999999999999,0,0,0
0,0.0399999999999999,10,full_65x32,template_exact,0,0,0.999999999999998,0,0,0
0,0.0399999999999999,10,full_65x32,template_canonical,0,0,0.999999999999998,0,0,0
0,0.0399999999999999,10,music2d_center_subarray,template_exact,0,0,1,0,0,0
0,0.0399999999999999,10,music2d_center_subarray,template_canonical,0,0,1,0,0,0
0,0.0399999999999999,10,pairlocal_selected_subarray,template_exact,0,0,0.999999999999999,0,0,0
0,0.0399999999999999,10,pairlocal_selected_subarray,template_canonical,0,0,0.999999999999999,0,0,0
0,0.0399999999999999,10,level2_combined,template_exact,0,0,1,0,0,0
0,0.0399999999999999,10,level2_combined,template_canonical,0,0,1,0,0,0
0,0.0399999999999999,10.5,full_65x32,template_exact,0,0,0.999999999999998,0,0,0
0,0.0399999999999999,10.5,full_65x32,template_canonical,0,0,0.999999999999998,0,0,0
0,0.0399999999999999,10.5,music2d_center_subarray,template_exact,0,0,1,0,0,0
0,0.0399999999999999,10.5,music2d_center_subarray,template_canonical,0,0,1,0,0,0
0,0.0399999999999999,10.5,pairlocal_selected_subarray,template_exact,0,0,1,0,0,0
0,0.0399999999999999,10.5,pairlocal_selected_subarray,template_canonical,0,0,1,0,0,0
0,0.0399999999999999,10.5,level2_combined,template_exact,0,0,1,0,0,0
0,0.0399999999999999,10.5,level2_combined,template_canonical,0,0,1,0,0,0
0,0.0399999999999999,11,full_65x32,template_exact,0,0,0.999999999999999,0,0,0
0,0.0399999999999999,11,full_65x32,template_canonical,0,0,0.999999999999999,0,0,0
0,0.0399999999999999,11,music2d_center_subarray,template_exact,0,0,1,0,0,0
0,0.0399999999999999,11,music2d_center_subarray,template_canonical,0,0,1,0,0,0
0,0.0399999999999999,11,pairlocal_selected_subarray,template_exact,0,0,1,0,0,0
0,0.0399999999999999,11,pairlocal_selected_subarray,template_canonical,0,0,1,0,0,0
0,0.0399999999999999,11,level2_combined,template_exact,0,0,1,0,0,0
0,0.0399999999999999,11,level2_combined,template_canonical,0,0,1,0,0,0
0,0.0399999999999999,11.5,full_65x32,template_exact,0,0,0.999999999999998,0,0,0
0,0.0399999999999999,11.5,full_65x32,template_canonical,0,0,0.999999999999998,0,0,0
0,0.0399999999999999,11.5,music2d_center_subarray,template_exact,0,0,1,0,0,0
0,0.0399999999999999,11.5,music2d_center_subarray,template_canonical,0,0,1,0,0,0
0,0.0399999999999999,11.5,pairlocal_selected_subarray,template_exact,0,0,0.999999999999999,0,0,0
0,0.0399999999999999,11.5,pairlocal_selected_subarray,template_canonical,0,0,0.999999999999999,0,0,0
0,0.0399999999999999,11.5,level2_combined,template_exact,0,0,1,0,0,0
0,0.0399999999999999,11.5,level2_combined,template_canonical,0,0,1,0,0,0
0,0.0399999999999999,12,full_65x32,template_exact,0,0,1,0,0,0
0,0.0399999999999999,12,full_65x32,template_canonical,0,0,1,0,0,0
0,0.0399999999999999,12,music2d_center_subarray,template_exact,0,0,1,0,0,0
0,0.0399999999999999,12,music2d_center_subarray,template_canonical,0,0,1,0,0,0
0,0.0399999999999999,12,pairlocal_selected_subarray,template_exact,0,0,0.999999999999998,0,0,0
0,0.0399999999999999,12,pairlocal_selected_subarray,template_canonical,0,0,0.999999999999998,0,0,0
0,0.0399999999999999,12,level2_combined,template_exact,0,0,1,0,0,0
0,0.0399999999999999,12,level2_combined,template_canonical,0,0,1,0,0,0
0,0.0599999999999999,-2,full_65x32,template_exact,0,0,1,0,0,0
0,0.0599999999999999,-2,full_65x32,template_canonical,0,0,1,0,0,0
0,0.0599999999999999,-2,music2d_center_subarray,template_exact,0,0,1,0,0,0
0,0.0599999999999999,-2,music2d_center_subarray,template_canonical,0,0,1,0,0,0
0,0.0599999999999999,-2,pairlocal_selected_subarray,template_exact,0,0,1,0,0,0
0,0.0599999999999999,-2,pairlocal_selected_subarray,template_canonical,0,0,1,0,0,0
0,0.0599999999999999,-2,level2_combined,template_exact,0,0,1,0,0,0
0,0.0599999999999999,-2,level2_combined,template_canonical,0,0,1,0,0,0
0,0.0599999999999999,-1.5,full_65x32,template_exact,0,0,1,0,0,0
0,0.0599999999999999,-1.5,full_65x32,template_canonical,0,0,1,0,0,0
0,0.0599999999999999,-1.5,music2d_center_subarray,template_exact,0,0,0.999999999999999,0,0,0
0,0.0599999999999999,-1.5,music2d_center_subarray,template_canonical,0,0,0.999999999999999,0,0,0
0,0.0599999999999999,-1.5,pairlocal_selected_subarray,template_exact,0,0,1,0,0,0
0,0.0599999999999999,-1.5,pairlocal_selected_subarray,template_canonical,0,0,1,0,0,0
0,0.0599999999999999,-1.5,level2_combined,template_exact,0,0,1,0,0,0
0,0.0599999999999999,-1.5,level2_combined,template_canonical,0,0,1,0,0,0
0,0.0599999999999999,-1,full_65x32,template_exact,0,0,0.999999999999998,0,0,0
0,0.0599999999999999,-1,full_65x32,template_canonical,0,0,0.999999999999998,0,0,0
0,0.0599999999999999,-1,music2d_center_subarray,template_exact,0,0,0.999999999999999,0,0,0
0,0.0599999999999999,-1,music2d_center_subarray,template_canonical,0,0,0.999999999999999,0,0,0
0,0.0599999999999999,-1,pairlocal_selected_subarray,template_exact,0,0,1,0,0,0
0,0.0599999999999999,-1,pairlocal_selected_subarray,template_canonical,0,0,1,0,0,0
0,0.0599999999999999,-1,level2_combined,template_exact,0,0,1,0,0,0
0,0.0599999999999999,-1,level2_combined,template_canonical,0,0,1,0,0,0
0,0.0599999999999999,-0.5,full_65x32,template_exact,0,0,1,0,0,0
0,0.0599999999999999,-0.5,full_65x32,template_canonical,0,0,1,0,0,0
0,0.0599999999999999,-0.5,music2d_center_subarray,template_exact,0,0,1,0,0,0
0,0.0599999999999999,-0.5,music2d_center_subarray,template_canonical,0,0,1,0,0,0
0,0.0599999999999999,-0.5,pairlocal_selected_subarray,template_exact,0,0,0.999999999999999,0,0,0
0,0.0599999999999999,-0.5,pairlocal_selected_subarray,template_canonical,0,0,0.999999999999999,0,0,0
0,0.0599999999999999,-0.5,level2_combined,template_exact,0,0,1,0,0,0
0,0.0599999999999999,-0.5,level2_combined,template_canonical,0,0,1,0,0,0
0,0.0599999999999999,0,full_65x32,template_exact,0,0,1.00000000000001,0,0,0
0,0.0599999999999999,0,full_65x32,template_canonical,0,0,1.00000000000001,0,0,0
0,0.0599999999999999,0,music2d_center_subarray,template_exact,0,0,1,0,0,0
0,0.0599999999999999,0,music2d_center_subarray,template_canonical,0,0,1,0,0,0
0,0.0599999999999999,0,pairlocal_selected_subarray,template_exact,0,0,1,0,0,0
0,0.0599999999999999,0,pairlocal_selected_subarray,template_canonical,0,0,1,0,0,0
0,0.0599999999999999,0,level2_combined,template_exact,0,0,1,0,0,0
0,0.0599999999999999,0,level2_combined,template_canonical,0,0,1,0,0,0
0,0.0599999999999999,0.5,full_65x32,template_exact,0,0,1,0,0,0
0,0.0599999999999999,0.5,full_65x32,template_canonical,0,0,1,0,0,0
0,0.0599999999999999,0.5,music2d_center_subarray,template_exact,0,0,1,0,0,0
0,0.0599999999999999,0.5,music2d_center_subarray,template_canonical,0,0,1,0,0,0
0,0.0599999999999999,0.5,pairlocal_selected_subarray,template_exact,0,0,1,0,0,0
0,0.0599999999999999,0.5,pairlocal_selected_subarray,template_canonical,0,0,1,0,0,0
0,0.0599999999999999,0.5,level2_combined,template_exact,0,0,1,0,0,0
0,0.0599999999999999,0.5,level2_combined,template_canonical,0,0,1,0,0,0
0,0.0599999999999999,1,full_65x32,template_exact,0,0,1,0,0,0
0,0.0599999999999999,1,full_65x32,template_canonical,0,0,1,0,0,0
0,0.0599999999999999,1,music2d_center_subarray,template_exact,0,0,1,0,0,0
0,0.0599999999999999,1,music2d_center_subarray,template_canonical,0,0,1,0,0,0
0,0.0599999999999999,1,pairlocal_selected_subarray,template_exact,0,0,1,0,0,0
0,0.0599999999999999,1,pairlocal_selected_subarray,template_canonical,0,0,1,0,0,0
0,0.0599999999999999,1,level2_combined,template_exact,0,0,1,0,0,0
0,0.0599999999999999,1,level2_combined,template_canonical,0,0,1,0,0,0
0,0.0599999999999999,1.5,full_65x32,template_exact,0,0,1,0,0,0
0,0.0599999999999999,1.5,full_65x32,template_canonical,0,0,1,0,0,0
0,0.0599999999999999,1.5,music2d_center_subarray,template_exact,0,0,0.999999999999999,0,0,0
0,0.0599999999999999,1.5,music2d_center_subarray,template_canonical,0,0,0.999999999999999,0,0,0
0,0.0599999999999999,1.5,pairlocal_selected_subarray,template_exact,0,0,1,0,0,0
0,0.0599999999999999,1.5,pairlocal_selected_subarray,template_canonical,0,0,1,0,0,0
0,0.0599999999999999,1.5,level2_combined,template_exact,0,0,1,0,0,0
0,0.0599999999999999,1.5,level2_combined,template_canonical,0,0,1,0,0,0
0,0.0599999999999999,2,full_65x32,template_exact,0,0,1,0,0,0
0,0.0599999999999999,2,full_65x32,template_canonical,0,0,1,0,0,0
0,0.0599999999999999,2,music2d_center_subarray,template_exact,0,0,0.999999999999998,0,0,0
0,0.0599999999999999,2,music2d_center_subarray,template_canonical,0,0,0.999999999999998,0,0,0
0,0.0599999999999999,2,pairlocal_selected_subarray,template_exact,0,0,1,0,0,0
0,0.0599999999999999,2,pairlocal_selected_subarray,template_canonical,0,0,1,0,0,0
0,0.0599999999999999,2,level2_combined,template_exact,0,0,0.999999999999999,0,0,0
0,0.0599999999999999,2,level2_combined,template_canonical,0,0,0.999999999999999,0,0,0
0,0.0599999999999999,2.5,full_65x32,template_exact,0,0,0.999999999999998,0,0,0
0,0.0599999999999999,2.5,full_65x32,template_canonical,0,0,0.999999999999998,0,0,0
0,0.0599999999999999,2.5,music2d_center_subarray,template_exact,0,0,1,0,0,0
0,0.0599999999999999,2.5,music2d_center_subarray,template_canonical,0,0,1,0,0,0
0,0.0599999999999999,2.5,pairlocal_selected_subarray,template_exact,0,0,0.999999999999999,0,0,0
0,0.0599999999999999,2.5,pairlocal_selected_subarray,template_canonical,0,0,0.999999999999999,0,0,0
0,0.0599999999999999,2.5,level2_combined,template_exact,0,0,1,0,0,0
0,0.0599999999999999,2.5,level2_combined,template_canonical,0,0,1,0,0,0
0,0.0599999999999999,3,full_65x32,template_exact,0,0,1,0,0,0
0,0.0599999999999999,3,full_65x32,template_canonical,0,0,1,0,0,0
0,0.0599999999999999,3,music2d_center_subarray,template_exact,0,0,1,0,0,0
0,0.0599999999999999,3,music2d_center_subarray,template_canonical,0,0,1,0,0,0
0,0.0599999999999999,3,pairlocal_selected_subarray,template_exact,0,0,1,0,0,0
0,0.0599999999999999,3,pairlocal_selected_subarray,template_canonical,0,0,1,0,0,0
0,0.0599999999999999,3,level2_combined,template_exact,0,0,1,0,0,0
0,0.0599999999999999,3,level2_combined,template_canonical,0,0,1,0,0,0
0,0.0599999999999999,3.5,full_65x32,template_exact,0,0,1,0,0,0
0,0.0599999999999999,3.5,full_65x32,template_canonical,0,0,1,0,0,0
0,0.0599999999999999,3.5,music2d_center_subarray,template_exact,0,0,1,0,0,0
0,0.0599999999999999,3.5,music2d_center_subarray,template_canonical,0,0,1,0,0,0
0,0.0599999999999999,3.5,pairlocal_selected_subarray,template_exact,0,0,1,0,0,0
0,0.0599999999999999,3.5,pairlocal_selected_subarray,template_canonical,0,0,1,0,0,0
0,0.0599999999999999,3.5,level2_combined,template_exact,0,0,0.999999999999999,0,0,0
0,0.0599999999999999,3.5,level2_combined,template_canonical,0,0,0.999999999999999,0,0,0
0,0.0599999999999999,4,full_65x32,template_exact,0,0,0.999999999999998,0,0,0
0,0.0599999999999999,4,full_65x32,template_canonical,0,0,0.999999999999998,0,0,0
0,0.0599999999999999,4,music2d_center_subarray,template_exact,0,0,1,0,0,0
0,0.0599999999999999,4,music2d_center_subarray,template_canonical,0,0,1,0,0,0
0,0.0599999999999999,4,pairlocal_selected_subarray,template_exact,0,0,1,0,0,0
0,0.0599999999999999,4,pairlocal_selected_subarray,template_canonical,0,0,1,0,0,0
0,0.0599999999999999,4,level2_combined,template_exact,0,0,0.999999999999999,0,0,0
0,0.0599999999999999,4,level2_combined,template_canonical,0,0,0.999999999999999,0,0,0
0,0.0599999999999999,4.5,full_65x32,template_exact,0,0,1,0,0,0
0,0.0599999999999999,4.5,full_65x32,template_canonical,0,0,1,0,0,0
0,0.0599999999999999,4.5,music2d_center_subarray,template_exact,0,0,1,0,0,0
0,0.0599999999999999,4.5,music2d_center_subarray,template_canonical,0,0,1,0,0,0
0,0.0599999999999999,4.5,pairlocal_selected_subarray,template_exact,0,0,1,0,0,0
0,0.0599999999999999,4.5,pairlocal_selected_subarray,template_canonical,0,0,1,0,0,0
0,0.0599999999999999,4.5,level2_combined,template_exact,0,0,1,0,0,0
0,0.0599999999999999,4.5,level2_combined,template_canonical,0,0,1,0,0,0
0,0.0599999999999999,5,full_65x32,template_exact,0,0,1,0,0,0
0,0.0599999999999999,5,full_65x32,template_canonical,0,0,1,0,0,0
0,0.0599999999999999,5,music2d_center_subarray,template_exact,0,0,1,0,0,0
0,0.0599999999999999,5,music2d_center_subarray,template_canonical,0,0,1,0,0,0
0,0.0599999999999999,5,pairlocal_selected_subarray,template_exact,0,0,1,0,0,0
0,0.0599999999999999,5,pairlocal_selected_subarray,template_canonical,0,0,1,0,0,0
0,0.0599999999999999,5,level2_combined,template_exact,0,0,1,0,0,0
0,0.0599999999999999,5,level2_combined,template_canonical,0,0,1,0,0,0
0,0.0599999999999999,5.5,full_65x32,template_exact,0,0,0.999999999999999,0,0,0
0,0.0599999999999999,5.5,full_65x32,template_canonical,0,0,0.999999999999999,0,0,0
0,0.0599999999999999,5.5,music2d_center_subarray,template_exact,0,0,1,0,0,0
0,0.0599999999999999,5.5,music2d_center_subarray,template_canonical,0,0,1,0,0,0
0,0.0599999999999999,5.5,pairlocal_selected_subarray,template_exact,0,0,1,0,0,0
0,0.0599999999999999,5.5,pairlocal_selected_subarray,template_canonical,0,0,1,0,0,0
0,0.0599999999999999,5.5,level2_combined,template_exact,0,0,1,0,0,0
0,0.0599999999999999,5.5,level2_combined,template_canonical,0,0,1,0,0,0
0,0.0599999999999999,6,full_65x32,template_exact,0,0,1,0,0,0
0,0.0599999999999999,6,full_65x32,template_canonical,0,0,1,0,0,0
0,0.0599999999999999,6,music2d_center_subarray,template_exact,0,0,1,0,0,0
0,0.0599999999999999,6,music2d_center_subarray,template_canonical,0,0,1,0,0,0
0,0.0599999999999999,6,pairlocal_selected_subarray,template_exact,0,0,1,0,0,0
0,0.0599999999999999,6,pairlocal_selected_subarray,template_canonical,0,0,1,0,0,0
0,0.0599999999999999,6,level2_combined,template_exact,0,0,1,0,0,0
0,0.0599999999999999,6,level2_combined,template_canonical,0,0,1,0,0,0
0,0.0599999999999999,6.5,full_65x32,template_exact,0,0,1,0,0,0
0,0.0599999999999999,6.5,full_65x32,template_canonical,0,0,1,0,0,0
0,0.0599999999999999,6.5,music2d_center_subarray,template_exact,0,0,1,0,0,0
0,0.0599999999999999,6.5,music2d_center_subarray,template_canonical,0,0,1,0,0,0
0,0.0599999999999999,6.5,pairlocal_selected_subarray,template_exact,0,0,0.999999999999999,0,0,0
0,0.0599999999999999,6.5,pairlocal_selected_subarray,template_canonical,0,0,0.999999999999999,0,0,0
0,0.0599999999999999,6.5,level2_combined,template_exact,0,0,1,0,0,0
0,0.0599999999999999,6.5,level2_combined,template_canonical,0,0,1,0,0,0
0,0.0599999999999999,7,full_65x32,template_exact,0,0,1,0,0,0
0,0.0599999999999999,7,full_65x32,template_canonical,0,0,1,0,0,0
0,0.0599999999999999,7,music2d_center_subarray,template_exact,0,0,0.999999999999999,0,0,0
0,0.0599999999999999,7,music2d_center_subarray,template_canonical,0,0,0.999999999999999,0,0,0
0,0.0599999999999999,7,pairlocal_selected_subarray,template_exact,0,0,1,0,0,0
